;sp_richn;fmpd;fric
7516:144 _s202200;24;0.6136419;0.049598013
7516:134 _s202200;36;0.683431535;0.159177475
1417:391 _s202200;7;0.561209483;0.000848717
1417:392 _s202200;11;0.603585652;0.004857293
1417:393 _s202200;9;0.597884876;0.003406684
1417:394 _s202200;13;0.664809496;0.014930719
1417:486 _s202200;8;0.658215795;0.002396438
1417:487 _s202200;8;0.659426123;0.002396438
1417:488 _s202200;8;0.65936476;0.002396438
1417:489 _s202200;8;0.659412002;0.002396438
1417:495 _s202200;13;0.639194011;0.020662591
1417:496 _s202200;10;0.657256301;0.007471594
1417:497 _s202200;10;0.667837728;0.007471594
1417:498 _s202200;13;0.670636648;0.014930719
1417:499 _s202200;11;0.677192575;0.010058861
1516:219 _s202200;14;0.614248664;0.0165898
1517:100 _s202200;14;0.608359556;0.0165898
1517:101 _s202200;14;0.615706601;0.0165898
1517:102 _s202200;11;0.636183363;0.00657993
1517:103 _s202200;11;0.63897737;0.00657993
1517:104 _s202200;13;0.63575034;0.011717275
1517:110 _s202200;12;0.63304854;0.008885465
1517:111 _s202200;12;0.637240895;0.008885465
1517:112 _s202200;12;0.652140198;0.008538043
1517:113 _s202200;14;0.647672845;0.013143724
1517:114 _s202200;22;0.666255222;0.054659285
1517:120 _s202200;16;0.66497038;0.022031199
1517:121 _s202200;19;0.640190757;0.03533848
1517:122 _s202200;31;0.664828278;0.100776667
1517:123 _s202200;31;0.656876228;0.100776667
1517:124 _s202200;27;0.669485669;0.074831877
1517:130 _s202200;21;0.602902022;0.058045796
1517:131 _s202200;19;0.637442705;0.054928342
1517:132 _s202200;26;0.669595783;0.074164857
1517:133 _s202200;23;0.683112817;0.062376147
1517:134 _s202200;14;0.611755873;0.0165898
1517:140 _s202200;16;0.578309716;0.020741513
1517:141 _s202200;14;0.588015935;0.011745377
1517:142 _s202200;13;0.590947411;0.010765891
1517:143 _s202200;13;0.592972844;0.010765891
1517:144 _s202200;14;0.587604305;0.011745377
1517:205 _s202200;12;0.641395701;0.008538043
1517:206 _s202200;12;0.649867219;0.008538043
1517:207 _s202200;9;0.663470079;0.003992299
1517:208 _s202200;13;0.648796442;0.010391845
1517:209 _s202200;13;0.644656423;0.010391845
1517:215 _s202200;27;0.656269044;0.071628736
1517:216 _s202200;26;0.672880149;0.074164857
1517:217 _s202200;30;0.659973557;0.096376318
1517:218 _s202200;30;0.661286378;0.096376318
1517:219 _s202200;29;0.659493193;0.086799971
1517:225 _s202200;31;0.654113401;0.100776667
1517:226 _s202200;28;0.644003323;0.072697605
1517:227 _s202200;27;0.665039998;0.074831877
1517:228 _s202200;28;0.653108927;0.074927684
1517:229 _s202200;31;0.65636977;0.100106714
1517:235 _s202200;14;0.609683827;0.0165898
1517:236 _s202200;14;0.612258792;0.0165898
1517:237 _s202200;14;0.615500062;0.0165898
1517:238 _s202200;17;0.595628963;0.02872674
1517:239 _s202200;22;0.62500468;0.060953009
1517:245 _s202200;14;0.587281517;0.011745377
1517:246 _s202200;18;0.598687226;0.032496816
1517:247 _s202200;16;0.573326467;0.020741513
1517:248 _s202200;19;0.581303003;0.02487573
1517:249 _s202200;20;0.601461003;0.047300752
1517:351 _s202200;14;0.59044491;0.011745377
1517:352 _s202200;12;0.607121498;0.010762823
1517:353 _s202200;12;0.608886271;0.010762823
1517:354 _s202200;13;0.594288088;0.010765891
1517:362 _s202200;12;0.602062857;0.005556633
1517:363 _s202200;12;0.602224159;0.005556633
1517:455 _s202200;13;0.590286172;0.010765891
1517:456 _s202200;16;0.61633481;0.023581885
1517:457 _s202200;15;0.580100884;0.014027831
1517:458 _s202200;15;0.583148432;0.014027831
1517:459 _s202200;12;0.597291857;0.005556633
7416:497 _s202200;11;0.712057881;0.014897718
7416:498 _s202200;10;0.714036543;0.011589381
7416:499 _s202200;8;0.680921058;0.002746699
7417:382 _s202200;10;0.712382219;0.011589381
7417:383 _s202200;10;0.714851408;0.011589381
7417:384 _s202200;9;0.71837674;0.007027504
7417:390 _s202200;9;0.67443497;0.005927783
7417:391 _s202200;9;0.673274817;0.005927783
7417:392 _s202200;11;0.663236035;0.009231547
7417:393 _s202200;12;0.674889807;0.013186342
7417:394 _s202200;12;0.67405208;0.013186342
7417:485 _s202200;9;0.721405242;0.007027504
7417:486 _s202200;10;0.710703962;0.011589381
7417:487 _s202200;9;0.675830489;0.005927783
7417:488 _s202200;9;0.676214507;0.005927783
7417:489 _s202200;9;0.674870651;0.005927783
7417:495 _s202200;10;0.681743667;0.009078946
7417:496 _s202200;14;0.662157827;0.018601101
7417:497 _s202200;14;0.662769798;0.018601101
7417:498 _s202200;13;0.663066565;0.014388897
7417:499 _s202200;12;0.67216199;0.013186342
7516:104 _s202200;14;0.663633192;0.018601101
7516:114 _s202200;15;0.650606342;0.01978973
7516:124 _s202200;11;0.670273138;0.010586359
7516:205 _s202200;14;0.665747212;0.018601101
7516:206 _s202200;14;0.660070805;0.015239258
7516:207 _s202200;14;0.654779853;0.015239258
7516:208 _s202200;11;0.675591485;0.010586359
7516:209 _s202200;11;0.674134589;0.010586359
7516:215 _s202200;15;0.648742623;0.01978973
7516:216 _s202200;14;0.651592184;0.015239258
7516:217 _s202200;14;0.652015787;0.015239258
7516:218 _s202200;11;0.670390382;0.010586359
7516:219 _s202200;17;0.656791156;0.03383964
7516:225 _s202200;16;0.657921385;0.02206452
7516:226 _s202200;20;0.667722115;0.050458448
7516:227 _s202200;26;0.672127943;0.072937074
7516:228 _s202200;34;0.666911345;0.136172718
7516:229 _s202200;35;0.663512139;0.138802085
7516:235 _s202200;35;0.667952941;0.138802085
7516:236 _s202200;35;0.661302611;0.138802085
7516:237 _s202200;33;0.659418691;0.117954441
7516:238 _s202200;33;0.661400449;0.117954441
7516:239 _s202200;32;0.663744766;0.122948163
7516:245 _s202200;28;0.634407112;0.074689089
7516:246 _s202200;32;0.657841468;0.115523261
7516:247 _s202200;32;0.660231675;0.122948163
7516:249 _s202200;23;0.64208287;0.055108154
7517:100 _s202200;11;0.673141449;0.010586359
7517:101 _s202200;11;0.674597942;0.010586359
7517:102 _s202200;11;0.671638117;0.010586359
7517:103 _s202200;14;0.653280964;0.015239258
7517:104 _s202200;11;0.67198719;0.010586359
7517:110 _s202200;19;0.638775722;0.036102766
7517:111 _s202200;29;0.681228568;0.106688545
7517:112 _s202200;28;0.673032051;0.088729231
7517:113 _s202200;28;0.671663264;0.088729231
7517:114 _s202200;28;0.670000478;0.088729231
7517:120 _s202200;33;0.670661343;0.127614314
7517:121 _s202200;33;0.663414276;0.128650997
7517:122 _s202200;32;0.650711552;0.104669499
7517:123 _s202200;33;0.653580982;0.107964056
7517:124 _s202200;33;0.65064749;0.107964056
7517:130 _s202200;29;0.667122716;0.099925697
7517:131 _s202200;25;0.660450906;0.064518814
7517:132 _s202200;22;0.636888545;0.053448897
7517:133 _s202200;20;0.653260356;0.051293992
7517:134 _s202200;18;0.610659736;0.026924395
7517:140 _s202200;22;0.643732953;0.053448897
7517:141 _s202200;20;0.63934708;0.051293992
7517:142 _s202200;18;0.610719245;0.026924395
7517:143 _s202200;18;0.608410189;0.026924395
7517:144 _s202200;15;0.613610015;0.019939648
7517:205 _s202200;10;0.680644945;0.006374948
7517:206 _s202200;15;0.657402063;0.017823183
7517:207 _s202200;16;0.655848871;0.02206452
7517:208 _s202200;15;0.653411929;0.017823183
7517:209 _s202200;15;0.65152269;0.017823183
7517:215 _s202200;32;0.650776191;0.105339453
7517:216 _s202200;33;0.657615192;0.107964056
7517:217 _s202200;31;0.655681876;0.100939103
7517:218 _s202200;31;0.659623839;0.100939103
7517:219 _s202200;28;0.668857418;0.07924084
7517:225 _s202200;28;0.662435901;0.07924084
7517:226 _s202200;27;0.670275104;0.078672289
7517:227 _s202200;21;0.659905004;0.052822438
7517:228 _s202200;19;0.654918724;0.038745597
7517:229 _s202200;30;0.652226343;0.090615833
7517:235 _s202200;17;0.618047836;0.026908241
7517:236 _s202200;17;0.618063746;0.026908241
7517:237 _s202200;17;0.618093136;0.026908241
7517:238 _s202200;17;0.616161829;0.026908241
7517:239 _s202200;22;0.590925897;0.033977529
7517:245 _s202200;14;0.619134661;0.01202578
7517:246 _s202200;14;0.618868342;0.01202578
7517:247 _s202200;14;0.614349104;0.01202578
7517:248 _s202200;14;0.61345272;0.01202578
7517:249 _s202200;19;0.617275813;0.030503462
7517:352 _s202200;17;0.613899555;0.017227374
7517:353 _s202200;17;0.613493824;0.017227374
7517:354 _s202200;17;0.61159154;0.017227374
7517:455 _s202200;15;0.611526197;0.012049124
7517:456 _s202200;14;0.61434085;0.01202578
7110:206 _s202200;56;0.670577486;0.279057957
7110:207 _s202200;58;0.664243977;0.279145622
7110:208 _s202200;59;0.655666114;0.279155486
7110:209 _s202200;88;0.65852786;0.655645678
7110:216 _s202200;54;0.673744584;0.268148114
7110:217 _s202200;55;0.670880317;0.268157063
7110:218 _s202200;54;0.673375807;0.268148114
7110:219 _s202200;54;0.672542325;0.268148114
7110:226 _s202200;54;0.673789565;0.268148114
7110:227 _s202200;54;0.673026574;0.268148114
7110:228 _s202200;54;0.672814495;0.268148114
7110:229 _s202200;55;0.672860804;0.278790442
7110:237 _s202200;54;0.673329511;0.268148114
7110:238 _s202200;54;0.67301396;0.268148114
7110:239 _s202200;55;0.672257436;0.278790442
7111:100 _s202200;61;0.650835979;0.286463844
7111:101 _s202200;59;0.655807662;0.279155486
7111:102 _s202200;55;0.672698403;0.278790442
7111:110 _s202200;54;0.672164544;0.268148114
7111:111 _s202200;55;0.672611134;0.278790442
7111:112 _s202200;54;0.671993761;0.268148114
7111:120 _s202200;55;0.673209936;0.278790442
7111:121 _s202200;54;0.671873522;0.268148114
7111:130 _s202200;56;0.670088815;0.278799391
7210:205 _s202200;90;0.659977093;0.698052305
7210:206 _s202200;72;0.625967923;0.3946099
7210:215 _s202200;78;0.634062575;0.520073735
7210:216 _s202200;90;0.657763956;0.698052305
7210:217 _s202200;56;0.66518834;0.261655235
7210:225 _s202200;66;0.609203716;0.419170538
7210:226 _s202200;90;0.642738134;0.698052305
7210:227 _s202200;59;0.647495879;0.261672955
7210:228 _s202200;56;0.672952773;0.264417316
7210:229 _s202200;86;0.644869393;0.611748196
7210:236 _s202200;80;0.632188347;0.546985319
7210:237 _s202200;92;0.642625111;0.710755512
7210:238 _s202200;63;0.645380319;0.293784966
7210:239 _s202200;91;0.655590421;0.651824166
7210:247 _s202200;74;0.609239615;0.451013921
7210:248 _s202200;96;0.655184932;0.725820987
7210:249 _s202200;92;0.634769235;0.669388681
7210:458 _s202200;74;0.611942795;0.451013921
7210:459 _s202200;96;0.658163178;0.725820987
7210:469 _s202200;84;0.635452911;0.576266087
7211:130 _s202200;90;0.651006677;0.651824148
7211:140 _s202200;90;0.655368589;0.651824148
7211:350 _s202200;90;0.64877497;0.643743153
7211:351 _s202200;67;0.592429736;0.354215153
7211:360 _s202200;94;0.652191629;0.725629723
7211:361 _s202200;92;0.656753082;0.70806519
7211:370 _s202200;95;0.661378009;0.725629723
7211:371 _s202200;92;0.651331025;0.669564863
7211:372 _s202200;97;0.656958852;0.708256472
7211:381 _s202200;83;0.637224888;0.576003238
7211:382 _s202200;96;0.658612923;0.708256472
7211:383 _s202200;86;0.643851454;0.59326634
7211:392 _s202200;82;0.633427779;0.550850535
7211:393 _s202200;85;0.633772563;0.576266087
7211:394 _s202200;85;0.641244234;0.585398245
7311:102 _s202200;69;0.616046387;0.447247371
7311:103 _s202200;80;0.631154531;0.549417005
7311:104 _s202200;83;0.641817937;0.551113384
7311:113 _s202200;66;0.598832682;0.285506467
7311:114 _s202200;68;0.616358097;0.407824755
7210:479 _s202200;46;0.585679775;0.102117427
7210:457 _s202200;29;0.629106309;0.07212569
7516:364 _s202200;21;0.594239004;0.043091544
7516:363 _s202200;21;0.593979676;0.043091544
7516:362 _s202200;21;0.591268486;0.043091544
7516:361 _s202200;21;0.590729141;0.043091544
7516:360 _s202200;21;0.590317122;0.043091544
7516:354 _s202200;22;0.619610713;0.047230521
7516:353 _s202200;21;0.612319867;0.043091544
7516:352 _s202200;21;0.612447406;0.043091544
7516:351 _s202200;22;0.6171899;0.048162087
7516:350 _s202200;25;0.614566613;0.053566919
7515:469 _s202200;20;0.56958029;0.028483098
7515:468 _s202200;23;0.603267525;0.048162087
7515:477 _s202200;13;0.520320248;0.010988245
7515:479 _s202200;18;0.534938462;0.018298545
7516:248 _s202200;23;0.650281727;0.055108154
7516:370 _s202200;18;0.543321733;0.018298545
7516:455 _s202200;24;0.628788178;0.058713816
7516:456 _s202200;25;0.625860388;0.058713816
7516:457 _s202200;28;0.630342716;0.074689089
7516:458 _s202200;32;0.66089534;0.125358804
7516:459 _s202200;24;0.663658359;0.063311875
7516:465 _s202200;20;0.579972711;0.035207233
7516:466 _s202200;24;0.609816266;0.058713816
7516:467 _s202200;25;0.616401258;0.058713816
7516:468 _s202200;28;0.627778799;0.074689089
7516:469 _s202200;28;0.630415215;0.074689089
7517:350 _s202200;24;0.657818583;0.054121218
7517:351 _s202200;20;0.631356434;0.043809897
7517:360 _s202200;31;0.648542632;0.112554792
7517:361 _s202200;31;0.653957319;0.112554792
7517:362 _s202200;30;0.650142056;0.092588358
7517:363 _s202200;26;0.66052344;0.068186124
7517:371 _s202200;23;0.575287628;0.039464873
7517:372 _s202200;24;0.592183426;0.044194198
7517:373 _s202200;27;0.614615317;0.06046272
7517:374 _s202200;24;0.661822591;0.064233098
7517:383 _s202200;23;0.57475861;0.040449899
7517:384 _s202200;26;0.629357826;0.057270626
7517:485 _s202200;26;0.640980979;0.057270626
7517:486 _s202200;25;0.637898875;0.051569535
7517:487 _s202200;26;0.641182875;0.05434599
7517:498 _s202200;24;0.623593342;0.050982992
7515:478 _s202200;12;0.515628585;0.005466323
7515:487 _s202200;9;0.465977695;0.00267629
7515:488 _s202200;11;0.450093039;0.002987117
7515:489 _s202200;8;0.447070154;0.001276987
7516:371 _s202200;17;0.523875338;0.009741648
7516:372 _s202200;15;0.501808559;0.007093434
7516:373 _s202200;16;0.514601216;0.008313374
7516:374 _s202200;14;0.498807861;0.006134458
7516:391 _s202200;8;0.513082996;0.001224126
7516:475 _s202200;15;0.514037991;0.008131696
7516:476 _s202200;16;0.511759362;0.008313374
7516:477 _s202200;17;0.53037089;0.010334931
7516:478 _s202200;18;0.548104137;0.016125551
7516:479 _s202200;18;0.547215984;0.016125551
7516:486 _s202200;11;0.45773305;0.002920831
7516:487 _s202200;12;0.445654978;0.003430643
7516:488 _s202200;12;0.488711299;0.00461754
7516:489 _s202200;14;0.544918058;0.009869497
7516:499 _s202200;8;0.496580975;0.001929206
7517:370 _s202200;18;0.539511808;0.014170426
7517:380 _s202200;16;0.538255398;0.012545314
7517:381 _s202200;18;0.548721586;0.015386624
7517:382 _s202200;20;0.551736927;0.020240801
7517:390 _s202200;10;0.50984303;0.004522042
7517:391 _s202200;11;0.496227133;0.00461554
7517:392 _s202200;13;0.504880347;0.005804078
7517:393 _s202200;17;0.546594792;0.015190937
7517:394 _s202200;19;0.540724425;0.015543628
7517:495 _s202200;19;0.542719432;0.015543628
7517:496 _s202200;19;0.545469498;0.015543628
7517:497 _s202200;21;0.556822308;0.019482196
7617:103 _s202200;8;0.495392371;0.001929206
7617:104 _s202200;12;0.534137372;0.007808092
7617:132 _s202200;8;0.482455786;0.001929206
7617:133 _s202200;8;0.482546822;0.001929206
7617:143 _s202200;8;0.495553564;0.001929206
7617:144 _s202200;8;0.49485682;0.001929206
7617:205 _s202200;13;0.533351353;0.007810092
7617:206 _s202200;16;0.534719741;0.010494879
7617:207 _s202200;17;0.541551591;0.013053315
7617:208 _s202200;16;0.55720315;0.012133993
7617:216 _s202200;10;0.562283536;0.007068805
7617:217 _s202200;11;0.553711522;0.007239188
7617:218 _s202200;13;0.525623032;0.007708331
7617:229 _s202200;11;0.560612125;0.007659198
7617:245 _s202200;8;0.505960746;0.001929206
7617:456 _s202200;7;0.514721536;0.000859888
7617:239 _s202200;8;0.474731616;0.001263446
7617:228 _s202200;9;0.523941026;0.002823302
7617:227 _s202200;9;0.498165114;0.002823302
7617:215 _s202200;9;0.49728681;0.002823302
1617:229 _s202200;9;0.527946014;0.003167628
1617:239 _s202200;7;0.418988172;0.000204216
7616:130 _s202200;9;0.433377803;0.001055362
7616:131 _s202200;7;0.464578007;0.000207129
7616:458 _s202200;7;0.419918389;0.000204216
7617:100 _s202200;7;0.424033632;0.000204216
7617:101 _s202200;7;0.422632427;0.000204216
7617:111 _s202200;7;0.425704835;0.000204216
7617:112 _s202200;7;0.423632057;0.000204216
7617:113 _s202200;7;0.422815023;0.000204216
7617:114 _s202200;7;0.422838607;0.000204216
7617:122 _s202200;7;0.422624263;0.000204216
7617:123 _s202200;7;0.422719136;0.000204216
7617:124 _s202200;7;0.422823825;0.000204216
7617:134 _s202200;7;0.422863785;0.000204216
7617:225 _s202200;7;0.42283965;0.000204216
7617:226 _s202200;8;0.45732629;0.000930361
7617:235 _s202200;7;0.422852421;0.000204216
7617:236 _s202200;7;0.422569893;0.000204216
7617:237 _s202200;7;0.421881618;0.000204216
7617:238 _s202200;7;0.421456195;0.000204216
7617:246 _s202200;7;0.421782928;0.000204216
7617:247 _s202200;7;0.421305248;0.000204216
7617:248 _s202200;7;0.421045701;0.000204216
7617:458 _s202200;7;0.421111252;0.000204216
7516:380 _s202200;9;0.44708161;0.000722819
7516:381 _s202200;10;0.469165896;0.000882631
7516:382 _s202200;8;0.43076742;0.000324001
7516:383 _s202200;8;0.427884323;0.000324001
7516:384 _s202200;8;0.42975719;0.000324001
7516:390 _s202200;6;0.427454089;5.77E-05
7516:392 _s202200;7;0.465816602;0.000158594
7516:393 _s202200;7;0.398491559;0.000133289
7516:394 _s202200;6;0.408933411;2.38E-05
7516:485 _s202200;9;0.412551231;0.000555921
7516:497 _s202200;7;0.408225558;0.000105466
7516:498 _s202200;7;0.40624811;0.000105466
7616:103 _s202200;7;0.407021853;0.000133289
7616:104 _s202200;8;0.423651528;0.000324001
7616:140 _s202200;7;0.389543462;0.000105466
7616:143 _s202200;6;0.35827939;3.78E-05
7616:144 _s202200;6;0.356869073;3.78E-05
7616:205 _s202200;8;0.425280361;0.000324001
7616:215 _s202200;7;0.392340046;0.000133289
7616:216 _s202200;7;0.410195447;0.000105466
7616:225 _s202200;6;0.398576431;5.77E-05
7616:226 _s202200;7;0.408999615;0.000105466
7616:245 _s202200;6;0.359277776;3.78E-05
1617:249 _s202200;6;0.431658426;4.37E-05
7616:209 _s202200;6;0.440936065;4.37E-05
7616:228 _s202200;6;0.442039983;4.37E-05
7616:229 _s202200;6;0.436315817;4.37E-05
7616:236 _s202200;6;0.432804832;4.37E-05
7616:237 _s202200;6;0.429914939;4.37E-05
7616:238 _s202200;6;0.428269715;4.37E-05
7616:239 _s202200;6;0.428108244;4.37E-05
7616:246 _s202200;6;0.431128813;4.37E-05
7616:247 _s202200;6;0.428752477;4.37E-05
7616:248 _s202200;6;0.427182151;4.37E-05
7616:249 _s202200;6;0.427774209;4.37E-05
7616:457 _s202200;6;0.426493285;4.37E-05
7616:459 _s202200;6;0.428598026;4.37E-05
7617:102 _s202200;6;0.430274694;4.37E-05
7617:120 _s202200;6;0.43263465;4.37E-05
7617:121 _s202200;6;0.431682002;4.37E-05
7617:130 _s202200;6;0.428907536;4.37E-05
7617:131 _s202200;6;0.429490034;4.37E-05
7617:140 _s202200;6;0.428764558;4.37E-05
7617:141 _s202200;6;0.429194206;4.37E-05
7617:142 _s202200;6;0.428393198;4.37E-05
7617:249 _s202200;6;0.430125472;4.37E-05
7617:350 _s202200;6;0.42762742;4.37E-05
7617:351 _s202200;6;0.430329259;4.37E-05
7617:457 _s202200;6;0.427006186;4.37E-05
7617:459 _s202200;6;0.430653035;4.37E-05
7614:209 _s202200;27;0.640278668;0.075647855
7614:208 _s202200;25;0.64734148;0.079467278
7614:207 _s202200;28;0.619576804;0.074727369
7614:206 _s202200;39;0.677328462;0.144991376
7614:205 _s202200;26;0.704285428;0.081205348
7614:104 _s202200;21;0.714576932;0.055708118
7614:103 _s202200;23;0.630856272;0.052125951
7614:102 _s202200;32;0.639996441;0.092095281
7614:101 _s202200;31;0.647027513;0.090830971
7516:143 _s202200;27;0.631569532;0.070885695
7516:142 _s202200;31;0.642134831;0.094688291
7516:141 _s202200;34;0.660390954;0.13330358
7516:140 _s202200;36;0.669678373;0.147655709
7516:133 _s202200;32;0.679566211;0.119545768
7515:476 _s202200;25;0.613560424;0.053566919
7515:475 _s202200;31;0.640371122;0.093505039
7515:467 _s202200;28;0.631489976;0.07582963
7515:466 _s202200;31;0.6393606;0.093505039
7515:465 _s202200;31;0.639057321;0.093505039
7515:459 _s202200;25;0.616667118;0.053566919
7515:458 _s202200;30;0.637098775;0.092971842
7515:457 _s202200;30;0.634436988;0.081617909
7515:456 _s202200;35;0.663348914;0.133965141
7515:455 _s202200;39;0.673971955;0.18141829
7515:394 _s202200;18;0.657150066;0.044534679
7515:393 _s202200;22;0.630821294;0.049241883
7515:392 _s202200;25;0.624439008;0.053566919
7515:391 _s202200;27;0.659455087;0.081205348
7515:390 _s202200;31;0.684001212;0.11673858
7515:384 _s202200;26;0.631825448;0.07484948
7515:383 _s202200;30;0.639980814;0.092971842
7515:382 _s202200;29;0.63176753;0.07990146
7515:381 _s202200;32;0.6449934;0.122485523
7515:380 _s202200;34;0.643099764;0.131933998
7515:374 _s202200;31;0.644041972;0.093505039
7515:373 _s202200;25;0.621210462;0.053566919
7515:372 _s202200;25;0.617037309;0.053566919
7515:371 _s202200;36;0.645247534;0.136008403
7515:370 _s202200;43;0.669685846;0.20528356
7515:364 _s202200;29;0.639576039;0.077546079
7515:363 _s202200;36;0.666560397;0.163394092
7515:362 _s202200;39;0.677158446;0.18141829
7515:361 _s202200;42;0.676399681;0.202067656
7515:354 _s202200;39;0.673371938;0.17896103
7515:353 _s202200;34;0.685128583;0.151854655
7515:249 _s202200;37;0.673514563;0.147708413
7515:248 _s202200;39;0.673324839;0.18141829
7515:247 _s202200;37;0.682220282;0.176169327
7514:499 _s202200;38;0.666054657;0.145281718
7514:498 _s202200;37;0.66683659;0.1448655
7514:497 _s202200;44;0.673170865;0.202265337
7514:496 _s202200;47;0.692882061;0.222266921
7514:495 _s202200;45;0.663389798;0.206760335
7514:489 _s202200;36;0.632134241;0.133365538
7514:488 _s202200;45;0.653561355;0.206495346
7514:487 _s202200;38;0.645012831;0.117383834
7514:479 _s202200;43;0.663414462;0.202084815
7514:394 _s202200;46;0.688107471;0.207746848
7514:393 _s202200;47;0.674862404;0.278295756
7514:392 _s202200;50;0.670139294;0.284664076
7514:391 _s202200;47;0.6808656;0.28180386
7514:390 _s202200;43;0.657502493;0.232063116
7514:381 _s202200;39;0.662352057;0.177250337
7514:380 _s202200;49;0.654870541;0.278799178
7513:499 _s202200;37;0.691060883;0.136025092
7513:498 _s202200;27;0.621449391;0.072204026
7513:489 _s202200;52;0.671188522;0.304363393
7513:488 _s202200;47;0.682055355;0.28180386
7513:487 _s202200;40;0.674284789;0.154959909
7513:478 _s202200;42;0.668091704;0.228814943
7513:477 _s202200;46;0.65907611;0.234889792
7513:459 _s202200;26;0.627315241;0.087316036
7513:468 _s202200;33;0.621705166;0.138103062
7513:469 _s202200;26;0.627355908;0.087316036
7513:479 _s202200;29;0.631106319;0.114938868
7514:360 _s202200;25;0.614518716;0.051519192
7514:361 _s202200;25;0.615272164;0.051519192
7514:362 _s202200;31;0.645067794;0.092645262
7514:363 _s202200;23;0.63150591;0.050290296
7514:364 _s202200;24;0.637799393;0.064744203
7514:370 _s202200;27;0.625524893;0.092796151
7514:371 _s202200;25;0.614670848;0.051519192
7514:372 _s202200;25;0.617197207;0.051519192
7514:373 _s202200;24;0.624160147;0.051502533
7514:374 _s202200;23;0.62651268;0.051208027
7514:382 _s202200;25;0.61494462;0.051519192
7514:383 _s202200;25;0.61548806;0.051519192
7514:384 _s202200;24;0.620773965;0.051502533
7514:459 _s202200;20;0.654942582;0.047968591
7514:465 _s202200;23;0.634591095;0.050290296
7514:466 _s202200;27;0.669588265;0.070701391
7514:467 _s202200;21;0.647439561;0.049239338
7514:468 _s202200;21;0.650872367;0.049239338
7514:469 _s202200;19;0.65973558;0.046725218
7514:475 _s202200;23;0.625728524;0.051208027
7514:476 _s202200;22;0.642114763;0.050639407
7514:477 _s202200;23;0.665584442;0.069204494
7514:478 _s202200;34;0.65860232;0.110297136
7514:485 _s202200;24;0.626636707;0.051502533
7514:486 _s202200;28;0.659067461;0.088496254
7515:124 _s202200;15;0.650104733;0.029866685
7515:132 _s202200;16;0.673289538;0.042362361
7515:133 _s202200;16;0.645443886;0.031011061
7515:134 _s202200;17;0.645777712;0.03383964
7515:140 _s202200;26;0.66611147;0.087241825
7515:141 _s202200;21;0.636595232;0.0471013
7515:142 _s202200;20;0.653155829;0.047968591
7515:143 _s202200;19;0.659297301;0.047908569
7515:144 _s202200;18;0.664920897;0.045662553
7515:218 _s202200;12;0.666633182;0.012161031
7515:219 _s202200;12;0.666365736;0.012161031
7515:225 _s202200;15;0.650046694;0.029866685
7515:226 _s202200;15;0.650265017;0.029866685
7515:227 _s202200;15;0.652103412;0.029866685
7515:228 _s202200;14;0.659482444;0.018601101
7515:229 _s202200;15;0.652949769;0.01978973
7515:235 _s202200;17;0.64550908;0.03383964
7515:236 _s202200;17;0.646517338;0.03383964
7515:237 _s202200;17;0.649272856;0.03383964
7515:238 _s202200;15;0.651970945;0.01978973
7515:239 _s202200;15;0.652126787;0.01978973
7515:245 _s202200;23;0.672565112;0.067679549
7515:246 _s202200;29;0.676820459;0.09516649
7515:350 _s202200;20;0.655288062;0.047968591
7515:351 _s202200;20;0.660088525;0.047968591
7515:352 _s202200;18;0.666523016;0.045662553
7515:360 _s202200;29;0.67095335;0.094741491
7516:110 _s202200;15;0.652037463;0.029866685
7516:111 _s202200;14;0.660639507;0.018601101
7516:112 _s202200;14;0.659728239;0.018601101
7516:113 _s202200;15;0.653080104;0.01978973
7516:120 _s202200;17;0.641071952;0.033257078
7516:121 _s202200;15;0.649142352;0.01978973
7516:122 _s202200;15;0.653113212;0.01978973
7516:123 _s202200;14;0.650122387;0.015239258
7516:130 _s202200;17;0.650271191;0.03383964
7516:131 _s202200;24;0.685703295;0.057586479
7516:132 _s202200;26;0.665730722;0.072937074
7613:209 _s202200;29;0.634936613;0.075008442
7614:216 _s202200;26;0.620464742;0.052883698
7614:217 _s202200;20;0.586732355;0.030579086
7614:218 _s202200;17;0.603933874;0.028188237
7615:101 _s202200;9;0.497710148;0.002038295
7615:102 _s202200;15;0.612051927;0.030490658
7614:219 _s202200;11;0.524441218;0.0069706
7615:111 _s202200;7;0.451884066;0.000171955
7615:100 _s202200;6;0.471483432;3.62E-05
1217:469 _s202200;30;0.677924923;0.134817967
1217:479 _s202200;29;0.668473259;0.116941411
1217:489 _s202200;32;0.687037354;0.147949737
1217:499 _s202200;56;0.652986716;0.224812394
7115:354 _s202200;45;0.632959759;0.202858449
7115:363 _s202200;46;0.645300329;0.225947663
7115:364 _s202200;54;0.666587197;0.26384092
7115:372 _s202200;46;0.654044807;0.225947663
7115:373 _s202200;54;0.667300916;0.26384092
7115:374 _s202200;53;0.676984957;0.263838877
7115:381 _s202200;45;0.651929247;0.224568359
7115:382 _s202200;52;0.677119679;0.254394929
7115:383 _s202200;52;0.679884653;0.254394929
7115:384 _s202200;41;0.679886469;0.188718269
7115:391 _s202200;36;0.68557043;0.169566117
7115:392 _s202200;32;0.688424262;0.147949737
7115:393 _s202200;38;0.704713386;0.177874789
7115:394 _s202200;79;0.665418042;0.545113976
7115:455 _s202200;46;0.647703883;0.225947663
7115:456 _s202200;46;0.646671906;0.225947663
