;sp_richn;fmpd;fric
7417:111 _s205085;34;0.675162448;0.162171586
7417:110 _s205085;34;0.675133176;0.162171586
7417:112 _s205085;34;0.672865282;0.162171586
7417:245 _s205085;22;0.633648959;0.086365286
7417:249 _s205085;26;0.649525709;0.125790706
7417:247 _s205085;26;0.645493829;0.125790706
7417:246 _s205085;27;0.653737387;0.143673974
7417:248 _s205085;26;0.64773335;0.125790706
7417:239 _s205085;29;0.651876119;0.128043399
7417:219 _s205085;32;0.675861737;0.137304551
7417:218 _s205085;32;0.675824195;0.137304551
7417:217 _s205085;32;0.672378448;0.137304551
7417:225 _s205085;30;0.647532079;0.107426082
7417:226 _s205085;32;0.691101408;0.151974023
7417:215 _s205085;32;0.655039465;0.137304551
7417:209 _s205085;33;0.684949498;0.165230294
7417:227 _s205085;33;0.692510274;0.156316938
7417:216 _s205085;32;0.671020957;0.137304551
7417:238 _s205085;31;0.651733255;0.132784951
7417:236 _s205085;31;0.664864811;0.147097307
7417:237 _s205085;32;0.662650673;0.151444562
7417:235 _s205085;29;0.619459836;0.117379758
7417:229 _s205085;31;0.672819637;0.133314411
7417:228 _s205085;33;0.68790589;0.156316938
7416:248 _s205085;28;0.651660711;0.143897611
7416:249 _s205085;27;0.651327236;0.143673974
7416:247 _s205085;27;0.645158702;0.126014343
7416:227 _s205085;32;0.656931149;0.137646468
7416:225 _s205085;33;0.665997798;0.15630608
7416:226 _s205085;33;0.666094502;0.15630608
7416:228 _s205085;32;0.657864244;0.137646468
7416:218 _s205085;34;0.673438842;0.162171586
7416:217 _s205085;34;0.67436121;0.162171586
7416:229 _s205085;34;0.67647018;0.156316938
7416:219 _s205085;34;0.67409969;0.162171586
7416:245 _s205085;29;0.659160013;0.148311765
7416:238 _s205085;29;0.644862062;0.128043399
7416:239 _s205085;30;0.65471203;0.146703011
7416:246 _s205085;28;0.657868126;0.143897611
7416:236 _s205085;30;0.647041287;0.128437695
7416:235 _s205085;30;0.648326382;0.128437695
7416:237 _s205085;29;0.645869024;0.128043399
7513:101 _s205085;46;0.639758031;0.245112956
7512:209 _s205085;65;0.650498296;0.417423697
7513:100 _s205085;51;0.635012651;0.269390025
7210:479 _s205085;46;0.585560151;0.102117427
7312:350 _s205085;48;0.699550176;0.326216687
7311:248 _s205085;66;0.683856491;0.564697234
7412:455 _s205085;50;0.666991588;0.283189002
7412:465 _s205085;52;0.663159956;0.283895504
7412:476 _s205085;50;0.645511039;0.274219707
7210:457 _s205085;28;0.621109507;0.062938681
7516:239 _s205085;40;0.667579631;0.192908766
7516:237 _s205085;43;0.705047534;0.210664179
7516:238 _s205085;43;0.697505322;0.210664179
7516:245 _s205085;37;0.674743796;0.145278387
7516:246 _s205085;40;0.684733566;0.20494606
7516:247 _s205085;41;0.65433148;0.192908766
7516:144 _s205085;27;0.668666533;0.081205348
7516:350 _s205085;28;0.660348421;0.082646501
7516:228 _s205085;44;0.705462483;0.218864509
7516:142 _s205085;39;0.691662896;0.155153042
7516:143 _s205085;32;0.656515781;0.118127961
7516:236 _s205085;45;0.696291936;0.221965765
7516:229 _s205085;45;0.683714021;0.221965765
7516:235 _s205085;44;0.669514185;0.192217881
7516:364 _s205085;24;0.624947965;0.064540883
7516:363 _s205085;24;0.622890402;0.064540883
7516:362 _s205085;24;0.617238112;0.064540883
7515:391 _s205085;29;0.651195224;0.083529226
7516:354 _s205085;27;0.666244859;0.095566812
7516:351 _s205085;25;0.695729247;0.079692078
7516:352 _s205085;25;0.709067148;0.079843435
7516:353 _s205085;25;0.690139898;0.079843435
7516:360 _s205085;24;0.615794181;0.064540883
7516:361 _s205085;24;0.615936794;0.064540883
7515:394 _s205085;17;0.642157002;0.039518879
7515:390 _s205085;40;0.691246984;0.232492395
7517:112 _s205085;34;0.6897654;0.149028355
7515:392 _s205085;26;0.66976781;0.081205348
7516:455 _s205085;30;0.642768708;0.121960385
7515:393 _s205085;23;0.634493438;0.053199102
7515:457 _s205085;40;0.687978971;0.202663403
7515:455 _s205085;51;0.681061317;0.304323302
7515:456 _s205085;46;0.673934282;0.264284325
7515:381 _s205085;41;0.648956116;0.203767181
7515:373 _s205085;34;0.692407852;0.173704338
7515:374 _s205085;44;0.692737206;0.232079809
7515:380 _s205085;44;0.635195489;0.230406204
7515:382 _s205085;35;0.675444415;0.135589236
7515:383 _s205085;36;0.68842244;0.135608874
7515:384 _s205085;29;0.681857948;0.109773487
7515:458 _s205085;42;0.671365534;0.219091626
7515:475 _s205085;41;0.67614124;0.207283756
7515:476 _s205085;28;0.681458929;0.082646501
7515:477 _s205085;14;0.56027883;0.016965434
7516:133 _s205085;41;0.686040482;0.177454922
7516:134 _s205085;45;0.692656527;0.219129498
7516:140 _s205085;46;0.687203462;0.222230754
7516:141 _s205085;43;0.690603893;0.202231912
7515:466 _s205085;40;0.64984816;0.154959909
7515:459 _s205085;31;0.673221124;0.135976989
7515:465 _s205085;40;0.67365542;0.154959909
7515:467 _s205085;36;0.684121828;0.144611972
7515:468 _s205085;27;0.651309112;0.081036251
7515:469 _s205085;21;0.567143929;0.030910764
7517:361 _s205085;42;0.657088837;0.19580449
7517:381 _s205085;27;0.62596892;0.070885695
7517:382 _s205085;29;0.626599813;0.07990146
7517:383 _s205085;30;0.627444767;0.081617909
7517:380 _s205085;24;0.618611441;0.059651841
7517:392 _s205085;22;0.600609754;0.047230521
7517:372 _s205085;31;0.634100889;0.121960385
7517:111 _s205085;34;0.687198379;0.149028355
7517:370 _s205085;24;0.613526479;0.049598013
7517:371 _s205085;29;0.629658204;0.07990146
7517:393 _s205085;27;0.622482362;0.070885695
7614:207 _s205085;28;0.628784907;0.099984349
7614:208 _s205085;25;0.651852336;0.080811451
7614:209 _s205085;30;0.678766751;0.111597395
7614:216 _s205085;35;0.707083806;0.134616073
7614:217 _s205085;23;0.629397306;0.051758134
7614:218 _s205085;20;0.654294594;0.051733546
7513:352 _s205085;28;0.768375862;0.180428495
7614:102 _s205085;45;0.716569475;0.265218415
7517:394 _s205085;28;0.630447963;0.07582963
7613:209 _s205085;37;0.648340463;0.139597345
7614:101 _s205085;44;0.692482207;0.246602677
7614:103 _s205085;30;0.748089231;0.166807101
7614:104 _s205085;23;0.78792384;0.101347783
7614:205 _s205085;31;0.745915923;0.178517644
7614:206 _s205085;45;0.686163922;0.246625488
7516:468 _s205085;36;0.64389397;0.136008403
7516:469 _s205085;36;0.647227465;0.136008403
7516:475 _s205085;21;0.591241279;0.043091544
7516:476 _s205085;22;0.591083441;0.045459036
7516:467 _s205085;31;0.636849379;0.121960385
7516:477 _s205085;23;0.609320886;0.049598013
7516:478 _s205085;26;0.632310095;0.070885695
7516:479 _s205085;26;0.632524025;0.070885695
7516:456 _s205085;32;0.638364735;0.126560086
7516:457 _s205085;36;0.639057434;0.136008403
7516:458 _s205085;42;0.659567748;0.195768323
7516:465 _s205085;24;0.62009485;0.053566919
7516:466 _s205085;30;0.640022341;0.121960385
7517:124 _s205085;43;0.679729668;0.210700346
7517:120 _s205085;44;0.667315074;0.205319727
7517:121 _s205085;42;0.658634765;0.192925926
7517:122 _s205085;43;0.652582874;0.19580449
7517:123 _s205085;43;0.659481912;0.19580449
7517:130 _s205085;37;0.668224441;0.153183533
7517:360 _s205085;40;0.654465742;0.177040026
7516:488 _s205085;22;0.597109931;0.047230521
7516:489 _s205085;25;0.627636531;0.067560809
7517:113 _s205085;34;0.689537551;0.149028355
7517:114 _s205085;35;0.686906224;0.152483579
7412:486 _s205085;64;0.654786757;0.417408223
7412:394 _s205085;33;0.738165081;0.253015886
7412:475 _s205085;61;0.654490064;0.378270512
7412:485 _s205085;54;0.66501922;0.31351565
7412:495 _s205085;33;0.741917714;0.213462877
7412:496 _s205085;48;0.738237335;0.331724201
7412:497 _s205085;67;0.686220815;0.485780451
7513:122 _s205085;62;0.667095334;0.403021566
7412:364 _s205085;55;0.730852743;0.351292917
7412:374 _s205085;44;0.753165422;0.311220371
7512:205 _s205085;16;0.761446895;0.067551534
7412:384 _s205085;32;0.707128029;0.224791602
7512:228 _s205085;50;0.732526252;0.331217776
7512:229 _s205085;56;0.665081377;0.336701533
7512:238 _s205085;27;0.723263075;0.174321326
7512:239 _s205085;37;0.736564221;0.230535236
7512:249 _s205085;17;0.769590147;0.07269523
7512:459 _s205085;23;0.769405127;0.154587021
7513:110 _s205085;64;0.649925648;0.417408223
7513:111 _s205085;58;0.657264037;0.359144552
7513:120 _s205085;54;0.635013235;0.289505714
7513:121 _s205085;64;0.691584268;0.454185826
7512:217 _s205085;36;0.729289117;0.229071557
7512:206 _s205085;24;0.773223387;0.165676728
7512:207 _s205085;45;0.763600901;0.311220371
7512:208 _s205085;66;0.686960591;0.459548549
7512:218 _s205085;55;0.683490989;0.335503902
7512:219 _s205085;60;0.647455325;0.355322733
7512:227 _s205085;24;0.6708629;0.139859693
7515:372 _s205085;29;0.673512637;0.083529226
7412:134 _s205085;60;0.698074824;0.422130279
7412:104 _s205085;67;0.707851395;0.500682955
7412:114 _s205085;64;0.716014825;0.488212204
7412:124 _s205085;57;0.731262425;0.442297735
7412:144 _s205085;53;0.696889712;0.346215375
7412:353 _s205085;20;0.768385942;0.11931243
7412:354 _s205085;58;0.723421742;0.421817452
7312:361 _s205085;49;0.727511354;0.285093463
7312:393 _s205085;50;0.710199335;0.331507902
7514:488 _s205085;54;0.652875702;0.330033606
7513:488 _s205085;53;0.680773705;0.356979235
7514:393 _s205085;56;0.675548296;0.39698306
7514:394 _s205085;56;0.690195917;0.397645646
7514:479 _s205085;51;0.655828713;0.301206975
7514:392 _s205085;58;0.673340525;0.412031062
7514:489 _s205085;44;0.634629802;0.230406204
7514:495 _s205085;55;0.666124447;0.366775768
7514:496 _s205085;55;0.690932973;0.343499377
7514:487 _s205085;47;0.648000818;0.239995413
7513:489 _s205085;58;0.675639941;0.412031062
7513:495 _s205085;28;0.686514122;0.081474042
7513:498 _s205085;33;0.685965319;0.173704338
7513:499 _s205085;44;0.700305522;0.238586221
7514:380 _s205085;56;0.661322696;0.374295978
7514:381 _s205085;48;0.661765918;0.269030603
7514:390 _s205085;46;0.66581488;0.274498978
7514:391 _s205085;54;0.679620096;0.356979235
7515:370 _s205085;52;0.654425603;0.306678499
7515:362 _s205085;52;0.671858438;0.304363393
7515:363 _s205085;47;0.701120042;0.28180386
7515:364 _s205085;37;0.693431478;0.14502819
7515:354 _s205085;50;0.652644884;0.278839268
7515:371 _s205085;44;0.665355831;0.232544921
7513:130 _s205085;45;0.697362571;0.279233417
7515:247 _s205085;48;0.658873827;0.260671378
7514:497 _s205085;53;0.675703954;0.356979235
7514:498 _s205085;47;0.662444502;0.274498978
7514:499 _s205085;46;0.665175959;0.253282865
7515:361 _s205085;51;0.658767794;0.301206975
7515:248 _s205085;50;0.671995693;0.284664076
7515:249 _s205085;49;0.695808783;0.282672165
7515:353 _s205085;45;0.665790141;0.234160734
7513:362 _s205085;27;0.768081988;0.16530946
7513:143 _s205085;57;0.690608965;0.39718861
7513:144 _s205085;54;0.648067671;0.325201057
7513:350 _s205085;23;0.782719413;0.138666876
7513:351 _s205085;27;0.761439871;0.178659949
7513:142 _s205085;46;0.688066784;0.268430491
7513:353 _s205085;34;0.741201945;0.192488018
7513:354 _s205085;57;0.683628263;0.412031062
7513:361 _s205085;12;0.742640656;0.032793615
7513:133 _s205085;63;0.666851446;0.446715058
7513:131 _s205085;36;0.679981389;0.211166508
7513:132 _s205085;57;0.700242909;0.38072663
7513:141 _s205085;46;0.730290109;0.28845267
7513:140 _s205085;25;0.775080856;0.155023012
7513:485 _s205085;34;0.698519613;0.128463625
7513:465 _s205085;57;0.685098713;0.412031062
7513:466 _s205085;51;0.662482973;0.319793539
7513:475 _s205085;34;0.725125005;0.190877768
7513:476 _s205085;57;0.691910102;0.405550937
7513:477 _s205085;52;0.666532843;0.320522598
7513:478 _s205085;49;0.667694282;0.294826584
7513:486 _s205085;42;0.696284646;0.207765561
7513:487 _s205085;46;0.675990558;0.274498978
7513:373 _s205085;24;0.72802011;0.098157093
7513:363 _s205085;26;0.745250613;0.109654528
7513:364 _s205085;45;0.69270926;0.246625488
7513:372 _s205085;22;0.755488115;0.09327866
7513:374 _s205085;32;0.768429375;0.157163801
7513:384 _s205085;39;0.709152775;0.144991376
7513:383 _s205085;20;0.70349078;0.060467521
7513:455 _s205085;57;0.649655226;0.374295978
1517:123 _s205085;39;0.648505413;0.159162973
1517:112 _s205085;17;0.67578023;0.043506737
1517:121 _s205085;30;0.669757749;0.089524179
1517:122 _s205085;39;0.660280509;0.159162973
1517:120 _s205085;26;0.703262302;0.099000363
1517:124 _s205085;34;0.667399001;0.120702628
1517:114 _s205085;28;0.660494179;0.088202146
1517:143 _s205085;17;0.657259208;0.04364096
1517:113 _s205085;18;0.674527981;0.045662553
1517:130 _s205085;33;0.649247239;0.114727647
1517:141 _s205085;19;0.642569978;0.04677493
1517:134 _s205085;21;0.645840227;0.049239338
1517:140 _s205085;23;0.629600392;0.06757424
1517:133 _s205085;29;0.683294535;0.104001507
1517:142 _s205085;18;0.642096418;0.04364096
1516:209 _s205085;20;0.656877886;0.041310295
1517:132 _s205085;32;0.669470316;0.117017897
1517:111 _s205085;19;0.662779988;0.046725218
1517:131 _s205085;30;0.66023101;0.111042916
1516:469 _s205085;22;0.637294125;0.060937951
1516:459 _s205085;20;0.653764191;0.041310295
1516:249 _s205085;24;0.662138037;0.080604982
1516:479 _s205085;23;0.635885087;0.062529232
1516:489 _s205085;26;0.66075607;0.067744374
1516:229 _s205085;20;0.668668484;0.041310295
1517:360 _s205085;24;0.607008672;0.068458158
1516:219 _s205085;20;0.656326735;0.041310295
1516:499 _s205085;27;0.676524644;0.083473468
1516:239 _s205085;27;0.666511575;0.085199202
1517:110 _s205085;19;0.660058027;0.046725218
1517:103 _s205085;17;0.672103378;0.043506737
1517:104 _s205085;17;0.67255843;0.043506737
1517:102 _s205085;17;0.670483546;0.043506737
1517:101 _s205085;20;0.647116907;0.047083523
1517:100 _s205085;20;0.646715055;0.047083523
1517:245 _s205085;19;0.645017927;0.04677493
1517:229 _s205085;35;0.653003151;0.119184412
1517:239 _s205085;31;0.649232874;0.089018179
1517:238 _s205085;24;0.634009953;0.066985955
1517:246 _s205085;27;0.616548572;0.072993609
1517:247 _s205085;23;0.599675122;0.051680794
1517:236 _s205085;21;0.645504838;0.049239338
1517:235 _s205085;21;0.647213954;0.049239338
1517:237 _s205085;19;0.632373626;0.036145679
1517:353 _s205085;18;0.642530975;0.04364096
1517:352 _s205085;18;0.645496453;0.04364096
1517:351 _s205085;19;0.643523446;0.04677493
1517:354 _s205085;18;0.636635935;0.04364096
1517:249 _s205085;29;0.636713462;0.088854189
1517:248 _s205085;28;0.611157062;0.072705794
1517:350 _s205085;25;0.654437386;0.086276758
1517:209 _s205085;17;0.67632831;0.032392129
1517:207 _s205085;12;0.703395158;0.017302721
1517:208 _s205085;17;0.682007676;0.032392129
1517:215 _s205085;34;0.654528606;0.114728557
1517:205 _s205085;16;0.686578408;0.042811473
1517:144 _s205085;18;0.638816347;0.04364096
1517:216 _s205085;31;0.674943939;0.114335362
1517:206 _s205085;16;0.689728898;0.042811473
1517:227 _s205085;32;0.661923828;0.093102623
1517:225 _s205085;36;0.655090591;0.118895419
1517:226 _s205085;35;0.657089836;0.116403952
1517:228 _s205085;34;0.653006617;0.094206387
1517:218 _s205085;37;0.657876056;0.144348887
1517:217 _s205085;37;0.658771344;0.144348887
1517:219 _s205085;35;0.657127145;0.116403952
1417:363 _s205085;13;0.664000166;0.017595937
1417:352 _s205085;17;0.660607883;0.054099613
1417:361 _s205085;12;0.652168094;0.011756576
1417:362 _s205085;13;0.662047557;0.017595937
1417:360 _s205085;7;0.602257679;0.000869134
1417:364 _s205085;13;0.66875687;0.03254407
1417:354 _s205085;18;0.664304094;0.064511126
1417:383 _s205085;17;0.681200351;0.043506737
1417:353 _s205085;16;0.642518804;0.044239949
1417:370 _s205085;12;0.688085612;0.017302721
1417:381 _s205085;18;0.670197179;0.044569403
1417:374 _s205085;14;0.679232694;0.024609849
1417:380 _s205085;12;0.686809275;0.017302721
1417:373 _s205085;12;0.689345314;0.017302721
1417:382 _s205085;18;0.666147789;0.044569403
1417:372 _s205085;12;0.687508391;0.017302721
1417:351 _s205085;17;0.656560197;0.052115178
1417:371 _s205085;13;0.667165333;0.017595937
1417:350 _s205085;26;0.687043213;0.107278702
1417:485 _s205085;16;0.683787651;0.042362361
1417:469 _s205085;18;0.680845937;0.064511126
1417:479 _s205085;12;0.698603074;0.015623232
1417:478 _s205085;12;0.704104559;0.015623232
1417:486 _s205085;11;0.718504176;0.014897718
1417:487 _s205085;12;0.72198347;0.022293701
1417:476 _s205085;13;0.68332538;0.017595937
1417:475 _s205085;18;0.663248205;0.043770622
1417:477 _s205085;12;0.699757739;0.015623232
1417:498 _s205085;14;0.685096707;0.038434068
1417:497 _s205085;14;0.689007653;0.038434068
1417:496 _s205085;14;0.69414916;0.038434068
1417:499 _s205085;15;0.694482305;0.04155167
1417:489 _s205085;13;0.709189079;0.023352344
1417:488 _s205085;13;0.708892154;0.023352344
1417:495 _s205085;18;0.665776748;0.04589522
1417:394 _s205085;16;0.679714043;0.042362361
1417:392 _s205085;16;0.684755379;0.042362361
1417:393 _s205085;15;0.69332181;0.04155167
1417:455 _s205085;19;0.669377989;0.079984287
1417:390 _s205085;16;0.679185852;0.030790103
1417:384 _s205085;16;0.682922137;0.042362361
1417:456 _s205085;17;0.654927364;0.054099613
1417:391 _s205085;13;0.704640701;0.024316634
1417:467 _s205085;14;0.688177339;0.040318655
1417:465 _s205085;14;0.68210087;0.040318655
1417:466 _s205085;13;0.669978836;0.03254407
1417:468 _s205085;17;0.704528381;0.064358476
1417:458 _s205085;18;0.660905089;0.068837958
1417:457 _s205085;17;0.658041718;0.054099613
1417:459 _s205085;19;0.654282371;0.068837958
1517:458 _s205085;19;0.613112194;0.043893109
1517:392 _s205085;20;0.617561034;0.037602
1517:456 _s205085;21;0.623118028;0.044695993
1517:457 _s205085;19;0.60913579;0.043893109
1517:455 _s205085;19;0.641858153;0.04677493
1517:459 _s205085;16;0.634921158;0.032407745
1517:394 _s205085;21;0.611899803;0.038914235
1517:478 _s205085;16;0.638774505;0.032407745
1517:393 _s205085;19;0.626091432;0.037583465
1517:465 _s205085;17;0.62815576;0.032475865
1517:476 _s205085;17;0.642349782;0.035236324
1517:469 _s205085;15;0.6266982;0.027512622
1517:475 _s205085;16;0.642031156;0.032407745
1517:468 _s205085;16;0.635131002;0.032407745
1517:477 _s205085;18;0.639204209;0.036085657
1517:467 _s205085;18;0.639072543;0.036085657
1517:391 _s205085;24;0.648781007;0.066919832
1517:466 _s205085;17;0.641838512;0.035236324
1517:371 _s205085;24;0.576633414;0.052253616
1517:370 _s205085;26;0.578401222;0.053149334
1517:364 _s205085;19;0.640768973;0.04677493
1517:372 _s205085;17;0.626057862;0.032475865
1517:373 _s205085;17;0.64214743;0.035236324
1517:362 _s205085;19;0.640741983;0.04677493
1517:361 _s205085;21;0.60654964;0.063420651
1517:374 _s205085;17;0.642714388;0.035236324
1517:363 _s205085;19;0.641981009;0.04677493
1517:390 _s205085;33;0.653517542;0.116064045
1517:383 _s205085;17;0.641019346;0.035236324
1517:384 _s205085;17;0.642493478;0.035236324
1517:382 _s205085;17;0.639957251;0.035236324
1517:381 _s205085;26;0.639757636;0.071338258
1517:380 _s205085;31;0.634366363;0.07896987
1617:207 _s205085;22;0.614582104;0.049635752
1617:104 _s205085;28;0.655755661;0.073821238
1617:206 _s205085;22;0.617469129;0.049635752
1617:205 _s205085;23;0.652683306;0.066919832
1617:208 _s205085;25;0.642862696;0.067953656
1617:209 _s205085;33;0.642247524;0.090121943
1617:113 _s205085;25;0.613262218;0.04874534
1617:112 _s205085;21;0.584580099;0.028661398
1617:114 _s205085;27;0.61935472;0.06046272
1617:219 _s205085;25;0.605012372;0.04874534
1617:218 _s205085;31;0.637760157;0.102911628
1617:216 _s205085;30;0.64620518;0.099212051
1617:103 _s205085;29;0.66161167;0.094555581
1617:215 _s205085;30;0.636669678;0.090615833
1617:217 _s205085;30;0.646350138;0.099212051
1517:489 _s205085;15;0.626407876;0.027512622
1517:487 _s205085;16;0.638454057;0.032407745
1517:488 _s205085;15;0.626413224;0.027512622
1517:495 _s205085;21;0.611745221;0.038914235
1517:485 _s205085;18;0.63436173;0.035304444
1517:479 _s205085;16;0.63757339;0.032407745
1517:496 _s205085;22;0.630545558;0.050639407
1517:486 _s205085;18;0.632329429;0.035304444
1617:102 _s205085;32;0.65492275;0.111414548
1617:100 _s205085;28;0.620553848;0.06222059
1617:101 _s205085;32;0.657912901;0.104669499
1616:209 _s205085;28;0.620200963;0.063740291
1517:498 _s205085;22;0.634416945;0.050639407
1517:497 _s205085;22;0.636092884;0.050639407
1517:499 _s205085;25;0.621983573;0.068105788
7412:393 _s205085;29;0.756871773;0.239141554
7412:382 _s205085;20;0.800777951;0.119471597
7412:383 _s205085;21;0.77893085;0.121181275
7412:392 _s205085;8;0.828618458;0.011592715
7412:372 _s205085;13;0.87422008;0.048244767
7413:486 _s205085;34;0.682973857;0.1863262
7413:489 _s205085;34;0.675511649;0.164014221
7413:495 _s205085;35;0.684037959;0.187468199
7413:496 _s205085;34;0.678435783;0.187028155
7413:499 _s205085;35;0.675827132;0.187274896
7413:498 _s205085;35;0.673549627;0.187274896
7413:497 _s205085;33;0.672030352;0.163574178
7413:394 _s205085;36;0.665139637;0.194402555
7412:498 _s205085;52;0.642417838;0.283751485
7417:350 _s205085;21;0.668123088;0.096460821
7417:352 _s205085;20;0.652703187;0.085314493
7417:351 _s205085;23;0.661216329;0.111365782
7417:488 _s205085;13;0.709000192;0.023352344
7417:363 _s205085;18;0.686384964;0.064511126
7417:362 _s205085;18;0.679888536;0.064511126
7417:361 _s205085;18;0.676359708;0.064511126
7417:364 _s205085;17;0.709187796;0.061886716
7417:370 _s205085;14;0.690901545;0.024609849
7417:354 _s205085;19;0.652892554;0.069370582
7417:353 _s205085;20;0.655874168;0.085314493
7417:360 _s205085;18;0.675394784;0.064511126
7417:371 _s205085;12;0.67666766;0.011756576
7417:468 _s205085;18;0.674208764;0.064511126
7417:457 _s205085;20;0.65606957;0.085314493
7417:466 _s205085;17;0.66826801;0.054099613
7417:467 _s205085;17;0.660887316;0.054099613
7417:465 _s205085;18;0.692775024;0.064511126
7417:469 _s205085;18;0.676403016;0.064511126
7417:459 _s205085;20;0.668965778;0.079984287
7417:458 _s205085;19;0.656712053;0.068837958
7417:475 _s205085;14;0.679314349;0.024609849
7417:486 _s205085;12;0.720952505;0.022293701
7417:479 _s205085;13;0.671286362;0.017595937
7417:485 _s205085;10;0.72098422;0.009058357
7417:478 _s205085;12;0.654089339;0.011756576
7417:487 _s205085;13;0.709672733;0.023352344
7416:373 _s205085;22;0.67472434;0.086285564
7417:477 _s205085;13;0.671596565;0.03254407
7417:456 _s205085;20;0.65602326;0.085314493
7417:476 _s205085;12;0.655550435;0.011756576
7417:381 _s205085;11;0.724333912;0.01697094
7417:380 _s205085;12;0.716765139;0.01776868
7417:374 _s205085;12;0.700530737;0.014518256
7417:382 _s205085;11;0.723743463;0.01697094
7417:383 _s205085;11;0.726120745;0.01697094
7417:372 _s205085;12;0.707353066;0.014518256
7417:384 _s205085;9;0.729756458;0.007027504
7417:373 _s205085;11;0.699335946;0.009783871
7417:455 _s205085;19;0.655221773;0.068837958
7417:393 _s205085;12;0.699955779;0.01702149
7417:394 _s205085;12;0.702078857;0.01702149
7417:392 _s205085;12;0.700969092;0.01702149
7417:391 _s205085;12;0.71993044;0.022293701
7417:390 _s205085;12;0.718623004;0.022293701
7416:475 _s205085;19;0.692803799;0.079926978
7416:459 _s205085;22;0.651902428;0.09646146
7416:469 _s205085;18;0.677720083;0.064511126
7416:468 _s205085;17;0.664445575;0.054099613
7416:476 _s205085;16;0.722141545;0.059175747
7416:477 _s205085;16;0.69520225;0.055690575
7416:466 _s205085;20;0.684079308;0.084717653
7416:495 _s205085;11;0.724000976;0.01697094
7416:465 _s205085;21;0.68129429;0.084717653
7416:478 _s205085;15;0.702269742;0.052440246
7416:467 _s205085;17;0.666624603;0.054099613
7416:489 _s205085;12;0.717103472;0.01776868
7416:487 _s205085;13;0.708752275;0.023352344
7416:488 _s205085;13;0.709950801;0.023352344
7416:486 _s205085;13;0.710206405;0.023352344
7416:485 _s205085;13;0.7072049;0.023352344
7416:479 _s205085;13;0.70740293;0.023352344
7416:384 _s205085;17;0.682824298;0.042769236
7416:383 _s205085;19;0.652728671;0.044836101
7416:382 _s205085;21;0.670494811;0.081319723
7416:390 _s205085;18;0.667779503;0.043933136
7416:391 _s205085;17;0.675249085;0.042769236
7416:380 _s205085;21;0.696588183;0.094354314
7514:142 _s205085;26;0.655067236;0.107370052
7416:374 _s205085;20;0.686407819;0.084484407
7416:381 _s205085;19;0.693034503;0.080284487
7416:457 _s205085;24;0.663313317;0.117936507
7416:456 _s205085;25;0.670400169;0.130511294
7416:455 _s205085;25;0.667068564;0.130511294
7416:458 _s205085;23;0.649483092;0.102921229
7416:393 _s205085;18;0.6581741;0.043770622
7416:496 _s205085;10;0.733270517;0.010362834
7416:392 _s205085;18;0.657047294;0.043770622
7416:394 _s205085;15;0.694926437;0.04155167
7416:499 _s205085;11;0.71961387;0.013459613
7416:498 _s205085;12;0.719332534;0.022293701
7416:497 _s205085;12;0.722351226;0.022293701
7513:457 _s205085;40;0.619759995;0.181319315
7513:459 _s205085;32;0.648799111;0.139985166
7513:456 _s205085;42;0.627426661;0.225536526
7513:458 _s205085;38;0.633876366;0.180790801
7513:469 _s205085;33;0.651630269;0.158385842
7513:468 _s205085;38;0.633772214;0.180790801
7513:467 _s205085;42;0.625834426;0.244319058
7513:248 _s205085;36;0.646282239;0.177164775
7513:247 _s205085;45;0.627426216;0.250331388
7513:246 _s205085;45;0.618771118;0.250331388
7513:249 _s205085;33;0.65331455;0.158385842
7513:239 _s205085;32;0.651545115;0.150968195
7513:238 _s205085;34;0.651177915;0.158385842
7513:245 _s205085;43;0.617482578;0.230263491
7514:122 _s205085;28;0.667198884;0.124718851
7514:111 _s205085;30;0.672293056;0.150968195
7514:120 _s205085;30;0.671406109;0.150968195
7514:121 _s205085;30;0.670387537;0.150968195
7514:114 _s205085;27;0.668222053;0.123274363
7514:123 _s205085;28;0.667631036;0.124718851
7514:113 _s205085;29;0.666885205;0.131365271
7514:112 _s205085;30;0.673547594;0.150968195
7514:124 _s205085;26;0.655331551;0.107370052
7514:140 _s205085;30;0.65208497;0.13256752
7514:133 _s205085;26;0.655225017;0.107370052
7514:134 _s205085;29;0.648998047;0.116869371
7514:132 _s205085;28;0.666426512;0.124718851
7514:141 _s205085;29;0.657099055;0.124718851
7514:131 _s205085;28;0.666592323;0.124718851
7514:110 _s205085;31;0.668649191;0.150968195
7514:130 _s205085;31;0.660019;0.150968195
7513:479 _s205085;35;0.650596609;0.177424959
7513:237 _s205085;33;0.662254774;0.175201904
7514:104 _s205085;30;0.673186133;0.150090018
7514:102 _s205085;33;0.658107102;0.151232017
7514:103 _s205085;31;0.675496038;0.150820774
7514:101 _s205085;34;0.663791927;0.175465726
7514:100 _s205085;31;0.668105203;0.150968195
7512:248 _s205085;6;0.715708876;9.04E-05
7513:102 _s205085;42;0.625810484;0.203616623
7513:113 _s205085;43;0.625772583;0.205150477
7513:112 _s205085;43;0.626110222;0.205150477
7513:114 _s205085;38;0.630500288;0.201748639
7513:104 _s205085;37;0.662441372;0.194741546
7513:103 _s205085;39;0.637089367;0.202078585
7417:499 _s205085;14;0.692956772;0.024771984
7417:497 _s205085;17;0.677830324;0.043506737
7417:498 _s205085;17;0.67540997;0.043506737
